,dropout,l2_regularizer,learning_rate,lowest_val_err
0,0.348288639636,3.94477535531e-05,0.000976239313656,20.76
1,0.0375711292856,7.08639412447e-07,0.00592754053149,22.21
2,0.302505525449,4.85715523841e-07,1.05700429232e-05,24.92
3,0.382446799762,6.83441687405e-05,6.27861904622e-05,23.32
4,0.295059496707,1.59004673564e-07,1.59699259193e-06,30.58
5,0.00903671666882,2.53486488259e-06,0.00231807794056,20.88
6,0.389362297315,4.17252121199e-07,0.00646557902522,22.49
7,0.35651855675,2.08331881124e-06,1.70127836367e-06,32.16
8,0.311498733406,9.65173706875e-06,3.50879516943e-06,27.33
9,0.241420403053,0.000268062174535,6.16331177516e-05,22.82
10,0.0285668099314,0.000781796926505,0.00063887081148,20.42
11,0.386687444227,1.14853006586e-05,0.000230559676215,22.02
12,0.223681657017,0.000509780510268,2.57679466418e-05,24.35
13,0.0495014587919,1.43387006496e-05,0.000208497795604,22.85
14,0.360727019158,9.71343050051e-06,0.00102842280586,20.57
15,0.038631507334,3.95191398915e-06,0.00414554643628,21.43
16,0.277691043781,3.80801205759e-05,4.39347722938e-05,23.74
17,0.1051861012,3.20003425172e-06,0.000157979902993,22.94
18,0.240609940817,3.65592145224e-06,1.78974591749e-06,30.62
19,0.378634562501,1.61861364681e-05,0.000120047000106,22.83
20,0.339985052672,4.53739031348e-07,0.000110466266847,22.29
21,0.0802582535697,0.000186601880052,0.00625800961308,23.69
22,0.171715314186,2.99201989709e-07,1.38456369406e-05,24.42
23,0.00357200365575,0.000392687784014,1.07046592325e-05,25.18
24,0.242327148494,0.000108872930656,0.000628137030696,20.49
25,0.125959287975,1.3974204752e-06,0.00166074804211,20.79
26,0.393945147723,5.46749762521e-06,4.92414531459e-06,30.98
27,0.254582356088,0.000190517304966,0.000224454421692,21.74
28,0.260505085025,3.42266412173e-07,0.00180753713837,20.88
29,0.290230266229,1.40159608696e-06,0.000519652561372,21.92
