,dropout,l2_regularizer,learning_rate,lowest_val_err
0,0.33049411834,7.47758683696e-07,1.33997187539e-06,35.88
1,0.00155086893791,0.000721175045126,1.58858744089e-05,26.31
2,0.384226832898,9.61686768306e-06,9.03066601932e-05,24.33
3,0.324970896746,2.2205886681e-05,7.56439931534e-06,26.76
4,0.0178464094715,5.04334077225e-07,0.00709127027698,22.19
5,0.0442463202387,4.75846655033e-07,4.89605254734e-06,30.11
6,0.154679917215,1.13647173509e-07,0.00962225023922,23.18
7,0.10680677365,1.32471463817e-07,0.00133478815472,20.77
8,0.321995179604,6.40881327888e-07,8.51591603283e-05,22.81
9,0.0120886464069,0.000237575490984,0.000584280422655,20.74
10,0.288881711255,1.06696949173e-07,3.43889019498e-06,33.97
11,0.259204569762,2.33863447979e-06,7.17754039228e-05,24.14
12,0.385430778854,1.17928146303e-06,3.41480328983e-05,28.02
13,0.330848817661,1.32096494435e-07,2.13363267886e-06,32.09
14,0.371829102931,0.000188718388594,2.36356914358e-06,33.92
15,0.296081732977,1.36433787067e-06,0.00236501654331,20.78
16,0.159188561672,3.97834965534e-05,3.49974846099e-06,34.64
17,0.0347446181513,2.41006595102e-06,1.9281827763e-05,27.54
18,0.134028553993,3.8143507175e-05,4.72253395609e-05,25.0
19,0.268776186092,3.89427105773e-05,0.00432054794521,21.21
20,0.0390146631942,0.000816146981026,5.79054548157e-05,24.52
21,0.135460561156,0.000665138791278,1.22631412871e-05,28.11
22,0.352382484373,1.6201808721e-06,5.38024583026e-05,24.14
23,0.0523921208374,1.095032022e-06,0.00316588331221,20.43
24,0.131154750806,6.63203079187e-07,0.000528080532376,21.09
25,0.381666440211,7.56925032216e-05,0.000609748397158,20.94
26,0.288852596443,0.000482166477916,1.88392612983e-05,26.43
27,0.187038162877,2.85435074361e-07,1.64356961404e-05,24.9
28,0.34702203068,1.27683931069e-06,0.00132962703612,20.38
29,0.356997522596,4.02072362908e-06,9.90606970087e-06,27.26
